"MARKA","TSB_MODEL","SIFIR_MODEL","KAYNAK","MASTER_MODEL_ADI"
"OPEL","GRANDLAND X 1.5DIZEL AT8","","TSB",""
"OPEL","GRANDLAND X 21LMTD","","TSB",""
"OPEL","INSIGNIA","","TSB",""
"OPEL","INSIGNIA COUNTRYTOURER","","TSB",""
"OPEL","INSIGNIA CT","","TSB",""
"OPEL","INSIGNIA GRAND","","TSB",""
"OPEL","INSIGNIA GRANDSPORT","","TSB",""
"OPEL","INSIGNIA GRANDSPORT2.0","","TSB",""
"OPEL","INSIGNIA GS","","TSB",""
"OPEL","INSIGNIA GS 1.6DIZEL","","TSB",""
"OPEL","INSIGNIA GS 2.0DIZEL","","TSB",""
"OPEL","INSIGNIA NB","","TSB",""
"OPEL","INSIGNIA NB COSMO","","TSB",""
"OPEL","INSIGNIA NB OPC","","TSB",""
"OPEL","INSIGNIA SPORTS TOURER","","TSB",""
"OPEL","INSIGNIA SPORTSTOURER","","TSB",""
"OPEL","INSIGNIA SPORTSTOURER 1.6DIZEL","","TSB",""
"OPEL","INSIGNIA ST","","TSB",""
"OPEL","INSIGNIA ST 1.6DIZEL","","TSB",""
"OPEL","INSIGNIA ST OPC","","TSB",""
"OPEL","INSIGNIASPORTTOURER","","TSB",""
"OPEL","MERIVA","","TSB",""
"OPEL","MOKKA","Mokka","HER İKİSİ",""
"OPEL","MOKKA 21LMTD","","TSB",""
"OPEL","MOKKA COSMO","","TSB",""
"OPEL","MOKKA ENJOY","","TSB",""
"OPEL","","Mokka GSE","SIFIR",""
"OPEL","MOKKA GSE 207KW","","TSB",""
"OPEL","MOKKA X","","TSB",""
"OPEL","MOKKA X-e ULTIMATE","","TSB",""
"OPEL","MOKKA-E GS","","TSB",""
"OPEL","MOKKA-E GS 115KW FL","","TSB",""
"OPEL","MOKKA-E ULTIMATE","","TSB",""
"OPEL","MOKKA-E ULTIMATE BOLD PACK 7.4KW OBC","","TSB",""
"OPEL","MOVANO","Movano","HER İKİSİ",""
"OPEL","","Movano Minibüs","HER İKİSİ",""
"OPEL","VIVARO","","TSB",""
"OPEL","VIVARO CARGO","Vivaro Cargo","HER İKİSİ",""
"OPEL","","Vivaro City Van","HER İKİSİ",""
"OPEL","VIVARO CRG 21LMTD","","TSB",""
"OPEL","VIVARO KAMYONET","Vivaro Kamyonet","HER İKİSİ",""
"OPEL","ZAFIRA","","TSB",""
"OPEL","","Zafira Life","HER İKİSİ",""
"OPEL","ZAFIRA TOURER","","TSB",""
"OPEL","ZAFIRA ULTIMATE XL","","TSB",""
"OPEL","ZAFIRA-E 100KW","","TSB",""
"OPEL","ZAFIRA-E 75KW","","TSB",""
"ORA","ORA GOOD CAT ATHENA (105KW) ELEKTRIKLI","","TSB",""
"OTOKAR/MAGIRUS","KAMYON ATLAS","","TSB",""
"OTOKAR/MAGIRUS","KAMYON ATLAS (11T) KISA SASI 4X2","","TSB",""
"OTOKAR/MAGIRUS","KAMYON ATLAS (11T) UZUN SASI 4X2","","TSB",""
"OTOKAR/MAGIRUS","KAMYON ATLAS 3D-15 GSRII 6X2 KLIMA","","TSB",""
"OTOKAR/MAGIRUS","KAMYON ATLAS KISA","","TSB",""
"OTOKAR/MAGIRUS","KAMYON ATLAS KISA E6","","TSB",""
"OTOKAR/MAGIRUS","KAMYON ATLAS UZUN","","TSB",""
"OTOKAR/MAGIRUS","KAMYON ATLAS UZUN E6","","TSB",""
"OTOKAR/MAGIRUS","KAMYON E-ATLAS","","TSB",""
"OTOKAR/MAGIRUS","MINIBUS M2010 T143 (14+1)","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS CENTRO BELEDIYE (17+14+1)","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS DORUK","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS DORUK 220LE","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS DORUK LE BELEDEIYE","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS DORUK LE BELEDIYE","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS DORUK T 39+1 E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS DORUK T 39+1+1 E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS DORUK T 43+1+1 E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS E-CENTRO","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS E-KENT BELEDIYE","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS E-KENT C","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT 290U EEV BELEDIYE TIPI","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT 290U EEV SERVIS TIPI","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT CNG BELEDIYE","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT CNG BELEDIYE KORUKLU","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT ELECTRA BELEDIYE","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT LF BELEDIYE","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT LF BELEDIYE KORUKLU","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT LF BELEDIYE KORUKLU 18M","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT P","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT U 13M BELEDIYE","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT U 13M SERVIS","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT U BELEDIYE","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT U SERVIS","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS KENT XL","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS M2010 T143 BELEDIYE TIPI (15+1)","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS N","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS POYRAZ 25+1 E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS POYRAZ 27+1 E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN GIGA (39+1+1) E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN LF BELEDIYE (21+35+1) E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN LF BELEDIYE (25+22+1) E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN LF BELEDIYE (25+35+1) E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN MAXI","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN MAXI 31+1+1 E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN MAXI ENGELSIZ-1","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN MAXI ENGELSIZ-1 E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN MAXI ENGELSIZ-7","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN MAXI ENGELSIZ-7 E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN MEGA","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN MEGA 35+1+1 E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN MEGA VIP (25+1)","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS SULTAN MEGA VIP 25+1 E6","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS TEMPO","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS TERRITO 12M","","TSB",""
"OTOKAR/MAGIRUS","OTOBUS TERRITO 13M","","TSB",""
"OTOYOL\IVECO\FIAT","50","","TSB",""
"OTOYOL\IVECO\FIAT","50C","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI HI-WAY STRALIS AS","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AD260S42Y/PS 6x2P","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S46T/P","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S48 T/FP LT","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S48T/FP LT","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S48T/P","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S49 FP-LT E6E","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S49 T/P E6E","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S49 T/P FULL E6E","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S51T/P","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S51T/P XP","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S53 FP-LT E6E","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S53 T/P FULL","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S53 T/P FULL E6E","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S53 TX/P E6E","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S57 T/P DIAMOND E6E","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S57 T/P FULL","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS440S57T/P","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI S-WAY AS480S48T/P","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS AS","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS AT","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS AT260S46Y/PS","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI ROAD AT","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI WAY AS","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-ROAD AT440S46T/FP LT E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-ROAD AT440S46T/FP LT INT E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-ROAD AT440S46T/FP-LT","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-ROAD AT440S46TP ADR E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-ROAD AT440S46TP E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-ROAD AT440S46TP E6D","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-ROAD AT440S46TP INT ADR E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-ROAD AT440S46TP INTARDER E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-ROAD AT440S46TP RR INT E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-ROAD AT440S46TP RR INTE.PTO","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S46T/FP LT ADR E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S46T/FP LT E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S46TP ADR E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S46TP E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S46TP GOLD ADR E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S46TP GOLD E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S48T/FP LT E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S48T/FP-LT E6D","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S48TP","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S48TP ADR","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S48TP E6D","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S48TP GOLD ADR E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S51 T/P XP","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S51 T/P XP E6D","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HI-WAY AS440S56TZ/P HM 6x4 E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HIROADAT440S46TP RR INT PTO E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI STRALIS HIWAY AS440S48T/FP LT RETARDER","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI SWAY AS440S50 FP-LT GSR24","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI SWAY AS440S50 T/P FULL","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI SWAY AS440S50 T/P FULL GSR24","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI SWAY AS440S58 T/P DIAMOND GSR24","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI SWAY AS440S58 T/P FULL GSR24","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI TRAKKER AT","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI TRAKKER AT720T41T","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI TRAKKER AT720T50 6x4 E6","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI TRAKKER AT720T50 6x4 E6D","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI TRAKKER AT720T50T","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI X-WAY AS440X46 T/P ON+","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI X-WAY AS440X48T/P ON+","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI X-WAY AS440X50T/P ON+","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI X-WAY AS440X57 TZ/P ON","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI X-WAY AS440X57T/Z HR ON+","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI X-WAY AS440X58TZ/PHRON+ 6x4 3300GSR24","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI X-WAY AS440XS57 TZ/P HR ON+","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI X-WAY AT440X46 T/P ON+ E6E","","TSB",""
"OTOYOL\IVECO\FIAT","CEKICI X-WAY AT440X46T/P ON+","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY 35C13D CIFT KABIN KAMYONET","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY 35S16 A8 VAN","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY 50C","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY 50C15 10+1 MINIBUS","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY 50C18","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY 50C18 14+1+1 MINIBUS","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KAB KAMYONET","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70C","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70C15 D E6","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70C15D E5","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYON 70C17D E5","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35C","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35C13D E5","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35C15D E5","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35C16 D A8","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35S11D E5","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35S13D E5","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 35S16 H D","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET 50C","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFT KABIN KAMYONET35 C16D A83750EGSR24","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY CIFTKABINKAMYONET","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY HI-MATIC SASI KAMYON","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY HI-MATIC SASI KAMYONET 35C13","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY HI-MATIC VAN 35S13V 16M3","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYON","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYON 50C","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYON 65C15D","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYON 70C","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYON 70C15","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYON 70C15 CC","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYON 70C15 E5","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYON 70C15D","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYON 70C17D E5","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYON 70C17V EEV","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYON 70C17V EEV E5 17.2M3","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYON 70C18 VAN 18M3 E6","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYONET","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYONET 35C","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYONET 35C13 E5","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYONET 35C15 E5","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYONET 35S11 E5","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KAMYONET 35S13 E5","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY KASALI KAMYONET","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY PANELVAN","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY PANELVAN 35C","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY PANELVAN 35C13V E5 12M3","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY PANELVAN 35C13V E5 15.6M3","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY PANELVAN 35C15V E5 15.6M3","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY PANELVAN 35C15V E5 17.2M3","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY PANELVAN 35S13V E5 12M3","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY PANELVAN 35S13V E5 15.6M3","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY PANELVAN 70C","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY SASI","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY SASI KAMYON","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY SASI KAMYONET","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY VAN","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY VAN 35C13 (15.6)","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY VAN 35C13V (12M3)","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY VAN 35C15V (15.6M3)","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY VAN 35C15V (17.2M3)","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY VAN 35S13V (12M3)","","TSB",""
"OTOYOL\IVECO\FIAT","DAILY VAN 35S13V (15.6)","","TSB",""
"OTOYOL\IVECO\FIAT","DAILYCIFT KABINKAMYONET","","TSB",""
"OTOYOL\IVECO\FIAT","DAILYCIFTKABIN KAMYONET","","TSB",""
"OTOYOL\IVECO\FIAT","DAILYCIFTKABINKAMYONET","","TSB",""
"OTOYOL\IVECO\FIAT","DAILYVAN PANELVAN","","TSB",""
"OTOYOL\IVECO\FIAT","E-DAILY","","TSB",""
"OTOYOL\IVECO\FIAT","E-DAILY PANELVAN","","TSB",""
"OTOYOL\IVECO\FIAT","IVECO MORELO PALACE 88BB","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON AD","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON AD260S31Y","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON AD410T51 8x4","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON AT","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON AT410T50","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON EURO CARGO MLC","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON EUROCARGO 150E28WS","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON EUROCARGO ML","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON EUROCARGO MLC","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON EUROCARGO MLC E","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON EUROCARGO MLD","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON EUROCARGO MLL","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON EUROTRAKKER AD","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON MLC 160E 32/P","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON STRALIS AD","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON STRALIS X-WAY AS440X57TZS HR ON+ E6D","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON STRALIS X-WAY AS440XS57TZ HR ON+","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON STRALIS X-WAY AT440X46T/P ON+","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON TRAKKER AD","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON TRAKKER AD340T36B","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON TRAKKER AD380T41","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON TRAKKER AD380T41 TIPPER","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON TRAKKER AD410T41 5820WB","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON TRAKKER AD410T41 B","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON TRAKKER AD410T41 TIPPER","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON TRAKKER AD410T41B","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON TRAKKER AD410T50 TIPPER","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON X-WAY AS350X58Y/PS ON","","TSB",""
"OTOYOL\IVECO\FIAT","KAMYON X-WAY AT280X40Y/PT ON","","TSB",""
"OTOYOL\IVECO\FIAT","OTOBUS CROSSWAY HVTE 12M","","TSB",""
"OTOYOL\IVECO\FIAT","OTOBUS CROSSWAY LE","","TSB",""
"OTOYOL\IVECO\FIAT","T-WAY AD380T45","","TSB",""
"OTOYOL\IVECO\FIAT","T-WAY AD380T45 3500MM 6x4 290LT","","TSB",""
"OTOYOL\IVECO\FIAT","T-WAY AD380T45 6x6","","TSB",""
"OTOYOL\IVECO\FIAT","T-WAY AD380T514200MM 6x4","","TSB",""
"OTOYOL\IVECO\FIAT","T-WAY AD380T54","","TSB",""
"OTOYOL\IVECO\FIAT","T-WAY AD410T45 5020MM 8x4x4","","TSB",""
"OTOYOL\IVECO\FIAT","T-WAY AD410T46B 8x4","","TSB",""
"OTOYOL\IVECO\FIAT","T-WAY AD410T51 8x4","","TSB",""
"OTOYOL\IVECO\FIAT","T-WAY AD410T54","","TSB",""
"OTOYOL\IVECO\FIAT","T-WAY AT380T45W 6X6 TK","","TSB",""
"OTOYOL\IVECO\FIAT","T-WAY AT720T51 TZ HR OFF","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD340T41 BP 8x4 LIGHT MIXER E6","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD340X40Z OFF 8x4 LIGHT MIXER","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD340X40Z OFF 8x4 LIGHT MIXER E6D","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD380T41 6x4 DAMPER E6","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD380T41 W 6x6 DAMPER E6","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD380T50 6x4 DAMPER E6","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD380T50 6x4 DAMPER E6D","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD410T41 8x4 DAMPER E6","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD410T41 B 8x4 MIXER","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD410T41 B 8x4 MIXER E6","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD410T45 8x4 DAMPER","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD410T45 8x4 DAMPER E6D","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD410T50 8x4 DAMPER","","TSB",""
"OTOYOL\IVECO\FIAT","TRAKKER AD410T50 8x4 DAMPER E6D","","TSB",""
"PEUGEOT","107","","TSB",""
"PEUGEOT","2008","2008","HER İKİSİ",""
"PEUGEOT","206","","TSB",""
"PEUGEOT","206+","","TSB",""
"PEUGEOT","206+ ENVY","","TSB",""
"PEUGEOT","207","","TSB",""
"PEUGEOT","208","","TSB",""
"PEUGEOT","3008","3008","HER İKİSİ",""
"PEUGEOT","3008ACTIVELIFE 1.5BLUEHDI","","TSB",""
"PEUGEOT","301","","TSB",""
"PEUGEOT","308","","TSB",""
"PEUGEOT","4007","","TSB",""
"PEUGEOT","407","","TSB",""
"PEUGEOT","408","408","HER İKİSİ",""
"PEUGEOT","5008","5008","HER İKİSİ",""
"PEUGEOT","508","","TSB",""
"PEUGEOT","BIPPER","","TSB",""
"PEUGEOT","BIPPER TEPEE","","TSB",""
"PEUGEOT","BIPPER VAN","","TSB",""
"PEUGEOT","","Boxer Minibüs","SIFIR",""
"PEUGEOT","BOXER MINIBUS 16+1","","TSB",""
"PEUGEOT","BOXER MINIBUS 16+1 OKUL","","TSB",""
"PEUGEOT","BOXER MINIBUS L4H2","","TSB",""
"PEUGEOT","BOXER MINIBUS OKUL 16+1","","TSB",""
"PEUGEOT","BOXER MINIBUS OKUL L4H2","","TSB",""
"PEUGEOT","BOXER MINIBUS PERSONEL 16+1","","TSB",""
"PEUGEOT","BOXER OTOBUS 19+1","","TSB",""
"PEUGEOT","BOXER OTOBUS 19+1 OKUL","","TSB",""
"PEUGEOT","BOXER OTOBUS 20+1 OKUL","","TSB",""
